%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
104.0, -19070.3519070568, 5915.970315452852, 1217.1418925692908, -16995.283007059457, -6739.900319564381, -15079.514989795089, -8379.08785093878, -11402.63067515262, -8706.63031418685, 5562.723346081179, -27181.911728610008, 9456.263119728937, 5804.301000154138, 10644.05717182841, -2472.9299513018077, 9065.733440605813, 0.096, -0.126, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602047863688E9, 0.0, 2026-05-22 16:30:04.786
106.0, -18919.611742450208, 6031.417075564513, 1203.8649563628385, -16809.56236238031, -6633.304850257022, -14900.499868452534, -8409.687389098095, -11330.680409750988, -8726.411608029795, 5586.5503056705365, -27147.42298691547, 9438.605241609244, 5822.852948052043, 10677.741250722558, -2458.6695383393217, 9093.315493263663, 0.092, -0.122, 1.01, 192.0, 1.0, 112.0, 126.0, 24.0, 15.5, 72.0, 0.0, 0.0, 0.0, 1.77946020479437E9, 0.0, 2026-05-22 16:30:04.794
108.0, -19008.929313293615, 5949.386173413536, 1223.1098083388579, -16932.295791184402, -6698.191964410778, -15019.83583209942, -8377.903208482649, -11371.338232915192, -8718.186166070243, 5608.164442558818, -27074.891576158, 9490.796564912387, 5851.7314018883, 10692.001663685043, -2399.3480085549368, 9160.214264418395, 0.092, -0.122, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602048023674E9, 0.0, 2026-05-22 16:30:04.802
110.0, -19011.008025527957, 5960.629100874556, 1197.42765395971, -16909.40760486217, -6687.530182305597, -14997.506439388568, -8396.18693544709, -11370.466514881435, -8711.614753200383, 5543.14321793833, -27244.608371807146, 9412.453700596536, 5750.098019850018, 10688.44773631665, -2521.2097193252707, 9009.205878878342, 0.092, -0.122, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.779460204810368E9, 0.0, 2026-05-22 16:30:04.810
112.0, -18922.249248295935, 6019.235374836371, 1224.5179682395421, -16817.98897003996, -6636.098818313935, -14913.597990703343, -8394.130574957202, -11329.853395206143, -8738.34743956893, 5630.180910847296, -27042.21332576434, 9483.040509586395, 5907.521356048746, 10714.442815118173, -2376.9292088662637, 9191.10437525563, 0.092, -0.122, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602048183665E9, 0.0, 2026-05-22 16:30:04.818
114.0, -19084.67937525265, 5898.424196055436, 1208.9164506097377, -17003.039062385447, -6747.678726634828, -15093.261312635103, -8386.46392660903, -11407.056320554771, -8718.72260793717, 5554.833180288456, -27190.539501969757, 9450.474017915014, 5809.6654188234115, 10651.388544009751, -2479.076681027017, 9062.850065571078, 0.092, -0.122, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.779460204826362E9, 0.0, 2026-05-22 16:30:04.826
116.0, -18919.567038961297, 6031.864110453619, 1208.6929331651847, -16807.528353634876, -6637.1940537922455, -14900.5669236859, -8411.743749587984, -11329.540470783768, -8741.029648903566, 5584.449241691737, -27154.508489907803, 9438.58288986479, 5796.969627972798, 10675.237855343563, -2462.8046110635532, 9082.98898732531, 0.092, -0.122, 1.012, 192.0, 1.0, 112.0, 126.0, 24.0, 15.5, 80.0, 0.0, 0.0, 0.0, 1.779460204834371E9, 0.0, 2026-05-22 16:30:04.834
118.0, -18989.349185150764, 5962.841923575631, 1238.6442707352962, -16927.154889959682, -6695.263885887133, -15020.036997799516, -8380.160734672634, -11377.753183573865, -8720.823671915969, 5607.471538480704, -27072.03055286772, 9492.025910857428, 5871.646806197979, 10666.543026750449, -2401.0243893890847, 9153.419334103983, 0.092, -0.122, 1.012, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602048433733E9, 0.0, 2026-05-22 16:30:04.843
120.0, -19005.487144647497, 5960.539693896734, 1219.332363525911, -16912.402738619177, -6696.292066132077, -15010.336340705913, -8411.989618776992, -11383.162305732048, -8683.786831353525, 5548.641747074335, -27223.463621552422, 9424.300125157848, 5776.473078307281, 10659.256358058019, -2519.3098210465696, 9004.73552998728, 0.092, -0.122, 1.012, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.779460204849373E9, 0.0, 2026-05-22 16:30:04.849
122.0, -18939.236574081966, 6004.6620374515105, 1223.914471139249, -16845.079284319792, -6653.376716777888, -14939.43660729368, -8411.296714698878, -11339.017610432818, -8760.028631690579, 5597.614419175914, -27055.423206737425, 9470.769401880432, 5851.5749396771125, 10692.314588107418, -2399.8173951884983, 9163.209398175406, 0.092, -0.122, 1.012, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602048583632E9, 0.0, 2026-05-22 16:30:04.858
124.0, -19072.810598946882, 5914.31628636316, 1222.3722007718327, -17000.133335606257, -6745.488255678208, -15103.297245895536, -8389.704929555051, -11406.385768221113, -8730.457273776206, 5552.709764565202, -27187.47731297938, 9446.562462635335, 5794.488584338258, 10640.816168882391, -2490.878402099419, 9051.227158454318, 0.092, -0.119, 1.01, 192.0, 1.0, 112.0, 126.0, 48.0, 15.5, 64.0, 0.0, 0.0, 0.0, 1.77946020486637E9, 0.0, 2026-05-22 16:30:04.866
126.0, -18899.718689884983, 6051.824218252208, 1239.9183201692488, -16795.547818606832, -6626.465216453697, -14896.297740494936, -8406.021703007425, -11324.913659681519, -8735.240547089643, 5581.878791079377, -27141.052739745708, 9441.242747454971, 5800.590610574557, 10655.031878355967, -2467.8337535659975, 9084.330091992628, 0.092, -0.119, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602048743684E9, 0.0, 2026-05-22 16:30:04.874
128.0, -18991.919635763126, 5970.575627157167, 1245.8862359388156, -16928.78656730492, -6690.570019551518, -15019.612314654865, -8383.312330640832, -11373.260482938347, -8718.387331770342, 5621.307268298539, -27053.836232881098, 9504.006445885474, 5876.474783000324, 10694.460355575127, -2397.0904823649507, 9154.961604471398, 0.092, -0.119, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602048823645E9, 0.0, 2026-05-22 16:30:04.882
130.0, -18999.251007944466, 5977.1917435159385, 1224.3168025394443, -16922.751596301987, -6693.27458063061, -15005.955398792674, -8411.252011209966, -11375.361546917147, -8710.497165977618, 5542.159741182297, -27230.504421055844, 9420.634439067178, 5755.99888038622, 10659.971613880589, -2528.7869606956197, 9003.126204386497, 0.092, -0.119, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602048903644E9, 0.0, 2026-05-22 16:30:04.890
132.0, -18923.098614585237, 6025.00212490584, 1229.3459450418884, -16825.499156176946, -6646.805303908027, -14932.753435701543, -8413.129557744212, -11350.43935184948, -8744.896500694334, 5625.419989278315, -27039.48641294079, 9480.000672340473, 5859.934492103397, 10692.649864274248, -2400.4208922887915, 9161.28714815225, 0.092, -0.119, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.779460204899369E9, 0.0, 2026-05-22 16:30:04.899
134.0, -19077.951500171603, 5902.939248435408, 1215.8678431353383, -17001.250922829026, -6754.808933116071, -15092.099021923426, -8390.174316188612, -11407.771576377341, -8741.901366937323, 5539.790456270034, -27187.991403101852, 9446.763628335433, 5764.850171190521, 10616.855098826301, -2499.4614719702568, 9051.137751476497, 0.094, -0.1175, 1.01, 192.0, 1.5, 0.0, 126.0, 48.0, 15.5, 72.0, 0.0, 0.0, 0.0, 1.7794602049053671E9, 0.0, 2026-05-22 16:30:04.905
136.0, -18903.384375975656, 6038.234357623382, 1218.6171077033412, -16801.94041752105, -6635.74119040265, -14904.52318245449, -8417.488147912998, -11342.348020356658, -8743.756561727114, 5566.0090525161095, -27145.880716548054, 9431.787959550376, 5778.909418452909, 10675.550779765937, -2476.3050647145587, 9078.093955289598, 0.094, -0.1175, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602049143643E9, 0.0, 2026-05-22 16:30:04.914
138.0, -19004.213095213545, 5948.715621079877, 1214.2585175345562, -16941.88468955573, -6708.004380226658, -15033.425692728246, -8396.790432547383, -11387.140916245095, -8721.896555649824, 5600.0507593215425, -27058.731264916813, 9496.362149281758, 5860.068602570129, 10678.322396078396, -2411.8873371943637, 9144.635098533046, 0.094, -0.1175, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602049223747E9, 0.0, 2026-05-22 16:30:04.922
140.0, -19000.05567074486, 5962.908978808997, 1195.3712934698217, -16905.87602923823, -6705.478633103208, -15007.117689504348, -8413.218964722033, -11371.49469512638, -8715.01221835759, 5536.325935879461, -27240.607409549644, 9414.644171553156, 5752.266139062183, 10628.67917164316, -2543.4497050583013, 8985.982416389277, 0.094, -0.1175, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602049293687E9, 0.0, 2026-05-22 16:30:04.929
142.0, -18904.725480642974, 6027.036133651273, 1222.0816280939137, -16823.04046428686, -6637.17170204779, -14924.550345486445, -8402.177202961111, -11347.041886692274, -8739.040343647044, 5625.196471833762, -27031.283322725692, 9497.16681208215, 5866.1929805508835, 10688.894771205756, -2395.2129358307047, 9163.745840042335, 0.094, -0.1175, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602049383612E9, 0.0, 2026-05-22 16:30:04.938
144.0, -19050.43650274712, 5920.1947951549055, 1217.1195408248354, -16997.518181504987, -6742.7389911102055, -15092.858981234907, -8391.80599353385, -11413.672436913543, -8712.173546811766, 5569.227703717674, -27160.923440566476, 9462.409849454147, 5785.637293533957, 10645.44297998464, -2483.949361318274, 9044.991021751288, 0.096, -0.11574999999999999, 1.008, 192.0, 1.5, 8.0, 126.0, 56.0, 15.5, 56.0, 0.0, 0.0, 0.0, 1.779460204946364E9, 0.0, 2026-05-22 16:30:04.946
146.0, -18887.73815485694, 6046.593910049666, 1214.459683234654, -16800.822830298286, -6632.343725245443, -14906.624246433288, -8423.679581127117, -11336.24599412036, -8727.015105130089, 5587.980817315676, -27129.6533500735, 9442.919128289119, 5790.331159869571, 10688.335977594374, -2469.2195617222264, 9062.335975448606, 0.096, -0.11574999999999999, 1.008, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602049533677E9, 0.0, 2026-05-22 16:30:04.953
148.0, -18987.337528149787, 5953.454190904402, 1218.1477210697797, -16929.814747549863, -6707.713807548739, -15026.451948458189, -8402.534830872397, -11390.896009313585, -8718.700256192715, 5601.056587822031, -27049.79056713469, 9494.68576844761, 5868.562265463146, 10681.228122857587, -2413.071979650495, 9137.683706007447, 0.096, -0.11574999999999999, 1.008, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.779460204961368E9, 0.0, 2026-05-22 16:30:04.961
150.0, -18997.842848043783, 5961.880798564052, 1195.907735336749, -16908.87116299524, -6708.607877326951, -15017.846526842897, -8418.024589779925, -11392.393576192091, -8713.022913101067, 5534.336630622939, -27229.81151697773, 9418.19809892155, 5736.977545854753, 10644.839482884347, -2538.062934644572, 8980.036852364165, 0.096, -0.11574999999999999, 1.008, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602049703636E9, 0.0, 2026-05-22 16:30:04.970
152.0, -18894.890713082637, 6031.752351731343, 1217.4101135027545, -16814.099766504736, -6638.535158459564, -14917.710711683121, -8407.161641974646, -11344.024401190807, -8736.626355245871, 5629.5774137470025, -27030.657473880947, 9484.202800298071, 5858.548683947169, 10686.100803148844, -2396.4199300312916, 9152.637023048046, 0.096, -0.11574999999999999, 1.008, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602049783666E9, 0.0, 2026-05-22 16:30:04.978
154.0, -19038.545374696896, 5921.021809699751, 1215.5102152240534, -16978.966233607083, -6737.732200352216, -15072.340079824935, -8390.621351077718, -11408.084500799716, -8694.04628205851, 5572.468706663693, -27145.098405492117, 9465.270872744426, 5809.732474056777, 10659.479875502573, -2471.8570675679525, 9055.116361989541, 0.098, -0.115875, 1.009, 192.0, 1.5, 16.0, 126.0, 48.0, 15.5, 72.0, 0.0, 0.0, 0.0, 1.7794602049853616E9, 0.0, 2026-05-22 16:30:04.985
156.0, -18866.302831924302, 6065.145857947571, 1215.8231396464278, -16770.625623539167, -6615.445806437231, -14868.805094814908, -8410.04501700938, -11317.604639244633, -8712.598229956417, 5583.957503313721, -27110.117925419563, 9450.58577663729, 5812.012351991219, 10683.955035681134, -2462.2458174521707, 9076.819905855646, 0.098, -0.115875, 1.009, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602049943604E9, 0.0, 2026-05-22 16:30:04.994
158.0, -18802.66741546004, 6131.172911068548, 1222.394552516288, -16690.047584777785, -6597.586762617441, -14796.676015457633, -8414.71653160054, -11313.491918264857, -8703.836346129936, 5653.672594269824, -26952.9628101543, 9544.306641138392, 5885.571942993634, 10733.151225227264, -2338.7747810810547, 9219.714608158423, 0.098, -0.115875, 1.009, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.779460205002365E9, 0.0, 2026-05-22 16:30:05.002
160.0, -18675.709506953895, 6232.783941362374, 1240.3206515694442, -16542.414312650482, -6519.914450635249, -14655.167121311084, -8411.52023214343, -11252.158731479494, -8747.0646199065, 5621.307268298539, -26849.31777111504, 9587.937246315152, 5995.944857113941, 10751.971394058633, -2259.694309198178, 9311.31205693627, 0.098, -0.115875, 1.009, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602050113628E9, 0.0, 2026-05-22 16:30:05.011
162.0, -18604.429793885924, 6278.716776218031, 1275.6364078088293, -16497.710823739868, -6458.402449894244, -14603.959274763976, -8378.864333494226, -11207.499946057791, -8712.128843322855, 5719.543185179614, -26676.31526903096, 9682.351014894368, 6118.700637662487, 10836.438636355238, -2127.4613890005817, 9464.399154710669, 0.098, -0.115875, 1.009, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602050173593E9, 0.0, 2026-05-22 16:30:05.017
164.0, -18791.96092986595, 6134.190396570015, 1266.0251576930473, -16714.41098623407, -6584.198067688712, -14823.252239614993, -8365.855618221238, -11295.878743634075, -8666.464229400663, 5659.59580655048, -26834.96795117473, 9637.982802150584, 6017.089607368661, 10744.304745710462, -2238.571910687913, 9330.735722867934, 0.098, -0.1169375, 1.0065, 192.0, 1.5, 8.0, 126.0, 40.0, 15.5, 48.0, 0.0, 0.0, 0.0, 1.7794602050263553E9, 0.0, 2026-05-22 16:30:05.026
166.0, -18692.540370528743, 6213.85201380873, 1261.8900849688155, -16599.075984844683, -6501.42955797071, -14709.168935915106, -8370.41537409012, -11238.211242939382, -8668.632348612828, 5668.424745610327, -26881.057248241574, 9605.371606990291, 5978.666958649988, 10734.626440361315, -2281.442556553192, 9286.501620590881, 0.098, -0.1169375, 1.0065, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602050343616E9, 0.0, 2026-05-22 16:30:05.034
168.0, -18826.941409938503, 6092.839669327697, 1254.2904918540112, -16769.865664227684, -6603.174698731268, -14871.397897171724, -8357.786638472871, -11295.23054304487, -8646.861749513359, 5681.209943438762, -26863.332314888517, 9620.883717642275, 5983.785508130254, 10740.683763108704, -2266.2880738124936, 9304.427719644036, 0.098, -0.1169375, 1.0065, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.779460205041359E9, 0.0, 2026-05-22 16:30:05.041
170.0, -18859.39614288761, 6079.875657543619, 1233.7715904440392, -16779.119286432182, -6623.1124547854015, -14880.696222865132, -8382.105336440247, -11311.726130452887, -8658.216435696655, 5591.624151661891, -27069.795378422186, 9512.03072214493, 5853.3407274890815, 10690.235875873075, -2417.9893634306627, 9122.529223266749, 0.098, -0.1169375, 1.0065, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602050503547E9, 0.0, 2026-05-22 16:30:05.050
172.0, -18796.654796201565, 6114.386750982613, 1240.1865411027125, -16737.209765578482, -6583.438108377231, -14832.148233908205, -8383.111164940736, -11290.00023484233, -8669.392307924309, 5664.714356030746, -26903.23017874124, 9568.580635616856, 5968.765135856287, 10756.307632482962, -2303.950763219686, 9264.97689068042, 0.098, -0.1169375, 1.0065, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602050583575E9, 0.0, 2026-05-22 16:30:05.058
174.0, -18951.351219576743, 6003.678560695477, 1228.0718956079359, -16899.796354746384, -6699.2424964001775, -14997.171163221738, -8370.41537409012, -11370.44416313698, -8660.250444442087, 5595.043968563553, -27051.332837502105, 9520.07735014884, 5879.939303390897, 10690.54880029545, -2409.115720881906, 9137.907223451999, 0.092, -0.11800000000000001, 1.008, 192.0, 1.0, 112.0, 126.0, 40.0, 15.5, 64.0, 0.0, 0.0, 0.0, 1.7794602050663593E9, 0.0, 2026-05-22 16:30:05.066
176.0, -18810.378767297123, 6112.084521303716, 1236.587910245408, -16730.861870153174, -6584.041605477525, -14836.775045010454, -8389.816688277328, -11291.967188354396, -8670.264025958066, 5623.251870066151, -27040.849869352565, 9509.92965816613, 5877.279445800716, 10713.191117428674, -2411.663819749811, 9144.545691555226, 0.092, -0.11800000000000001, 1.008, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.779460205073364E9, 0.0, 2026-05-22 16:30:05.073
178.0, -18903.764355631396, 6035.708610499932, 1235.358564300366, -16856.121046080716, -6653.779048178083, -14953.160578389237, -8364.514513553919, -11334.882537708585, -8651.488560615608, 5661.875684484921, -26974.53224355367, 9555.191940688126, 5935.148112195506, 10738.023905518521, -2353.951615566208, 9202.526116672292, 0.092, -0.11800000000000001, 1.008, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602050823627E9, 0.0, 2026-05-22 16:30:05.082
180.0, -18924.059739596814, 6027.706685984932, 1224.8532444063717, -16849.482577977487, -6669.447621041253, -14958.301479613958, -8389.436708621586, -11350.506407082845, -8651.399153637785, 5575.597950887436, -27146.37245492607, 9478.123125806229, 5799.04834020714, 10670.320471563396, -2475.0533670250616, 9058.558530635659, 0.092, -0.11800000000000001, 1.008, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602050897803E9, 0.0, 2026-05-22 16:30:05.089
182.0, -18855.797512030305, 6072.387823151091, 1235.0679916224472, -16789.55755109281, -6622.061922796002, -14895.738946883554, -8391.738938300483, -11320.152738112538, -8671.76159283657, 5650.856274468455, -26970.866557463, 9535.343591611814, 5928.621402814556, 10702.775204512502, -2356.924397578764, 9202.05673003873, 0.092, -0.11800000000000001, 1.008, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602050987809E9, 0.0, 2026-05-22 16:30:05.098
184.0, -18994.177161953114, 5967.647548633522, 1227.714267696651, -16947.517329158465, -6721.527185622119, -15039.035980586528, -8378.596112560763, -11371.24882593737, -8668.006499768078, 5583.845744591445, -27111.771954509255, 9486.281512532416, 5814.962782259319, 10693.16395439672, -2451.0922969689723, 9090.521525206748, 0.094, -0.116, 1.01, 192.0, 1.0, 120.0, 126.0, 48.0, 15.5, 72.0, 0.0, 0.0, 0.0, 1.7794602051077816E9, 0.0, 2026-05-22 16:30:05.107
186.0, -18847.05797994828, 6087.564657636244, 1226.2837560515113, -16763.137789146636, -6617.54687041603, -14866.905196536209, -8398.08683372579, -11294.068252333194, -8673.549732392996, 5581.744680612645, -27081.8429686836, 9488.270817788938, 5833.134750501484, 10678.50121003404, -2438.105933440439, 9115.33196155214, 0.094, -0.116, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602051147828E9, 0.0, 2026-05-22 16:30:05.114
188.0, -18913.30855051381, 6031.640593009066, 1235.7608957005616, -16859.4291042601, -6663.4350017827755, -14958.256776125048, -8362.838132719771, -11338.615279032621, -8662.038583998512, 5638.16048361784, -26997.39807813145, 9548.665231307177, 5896.814870454654, 10696.203791642642, -2371.698900663722, 9194.703006112935, 0.094, -0.116, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602051217735E9, 0.0, 2026-05-22 16:30:05.121
190.0, -18928.574791976785, 6031.215909864415, 1208.2011947871679, -16853.796464657364, -6664.977272150192, -14951.663011510733, -8378.082022438291, -11336.514215053823, -8652.181464693722, 5564.444430404238, -27151.580411384155, 9478.25723627296, 5811.140633957462, 10680.646977501749, -2479.456660682757, 9059.40789692496, 0.094, -0.116, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602051297817E9, 0.0, 2026-05-22 16:30:05.129
192.0, -18858.055038220293, 6069.727965560909, 1214.750255912573, -16793.93849300605, -6609.008504034103, -14888.09465027984, -8379.08785093878, -11307.166374584005, -8675.494334160607, 5646.788256977589, -26980.813083745612, 9529.152158397694, 5915.724446263844, 10762.74493488609, -2358.1984470127163, 9203.666055639513, 0.094, -0.116, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.779460205137778E9, 0.0, 2026-05-22 16:30:05.137
194.0, -19001.150906223167, 5962.864275320087, 1206.167186041735, -16944.74571284601, -6721.884813533404, -15037.292544519014, -8378.909036983137, -11384.436355166, -8671.783944581026, 5575.352081698427, -27112.487210331823, 9491.489468990501, 5828.552642888146, 10648.706334675115, -2444.3197183990146, 9102.747929423802, 0.09, -0.11800000000000001, 1.008, 192.0, 1.0, 104.0, 126.0, 40.0, 15.5, 64.0, 0.0, 0.0, 0.0, 1.7794602051457813E9, 0.0, 2026-05-22 16:30:05.145
196.0, -18846.655648548087, 6090.20216348197, 1203.0602935624474, -16760.61204202319, -6607.242716222134, -14866.771086069475, -8397.505688369953, -11319.124557867593, -8684.032700542533, 5588.6066661604245, -27085.642765241002, 9490.170716067638, 5849.339765231582, 10703.512812079527, -2439.9611282302294, 9117.008342386287, 0.09, -0.11800000000000001, 1.008, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.779460205153776E9, 0.0, 2026-05-22 16:30:05.153
198.0, -18939.638905482163, 6010.585249732167, 1211.1069215663579, -16886.653529006664, -6677.293083345066, -14978.10512520136, -8375.243350892468, -11351.020497205318, -8675.293168460508, 5639.076905140509, -27012.95489227234, 9550.095742952317, 5901.911068190464, 10713.593448828871, -2377.800926900021, 9190.366767688605, 0.09, -0.11800000000000001, 1.008, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.779460205161778E9, 0.0, 2026-05-22 16:30:05.161
200.0, -18976.56398732233, 5991.206287289416, 1184.553049153453, -16901.495087324987, -6704.606915069451, -15008.056462771472, -8398.37740640371, -11376.25561669536, -8670.576950380439, 5561.516351880593, -27201.603615475135, 9460.77817210891, 5751.595586728524, 10652.77435216598, -2519.779207680131, 9024.516823830227, 0.09, -0.11800000000000001, 1.008, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602051707776E9, 0.0, 2026-05-22 16:30:05.170
202.0, -18871.957823271492, 6064.698823058466, 1206.5918691863858, -16805.22612395598, -6629.013315321603, -14909.015883090005, -8388.475583610008, -11329.495767294857, -8686.647854643805, 5622.581317732492, -27021.02387202071, 9517.439844303113, 5865.813000895143, 10701.478803334094, -2395.5482119975345, 9174.988767503353, 0.09, -0.11800000000000001, 1.008, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602051777725E9, 0.0, 2026-05-22 16:30:05.177
204.0, -19022.899153578182, 5946.100466978606, 1206.748331397573, -16975.099381816315, -6729.819682815038, -15068.69674547872, -8367.397888588654, -11389.86782906864, -8654.438990883707, 5589.590142916459, -27129.720405306867, 9499.647855716688, 5809.978343245786, 10699.511849822027, -2462.558741874545, 9084.777126881734, 0.088, -0.114, 1.01, 192.0, 1.0, 96.0, 126.0, 56.0, 15.5, 72.0, 0.0, 0.0, 0.0, 1.7794602051857715E9, 0.0, 2026-05-22 16:30:05.185
206.0, -18879.244491963924, 6058.529741588801, 1200.8251191169165, -16817.81015608432, -6631.337896744954, -14897.28121725097, -8392.811822034339, -11310.697950207943, -8674.577912637938, 5585.3209597254945, -27129.295722162216, 9461.918111076131, 5819.38842766147, 10692.44869857415, -2469.979521033707, 9085.93941759341, 0.088, -0.114, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602051937804E9, 0.0, 2026-05-22 16:30:05.193
208.0, -18953.921670189105, 5992.815612890197, 1221.5898897158968, -16900.712776269054, -6681.56226653603, -15003.25083771358, -8363.531036797885, -11353.926223984507, -8666.1960084672, 5624.324753800006, -27035.64191289448, 9522.290172849915, 5885.5048877602685, 10704.988027213578, -2398.14101435435, 9164.349337142628, 0.088, -0.114, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602052017715E9, 0.0, 2026-05-22 16:30:05.201
210.0, -18976.38517336669, 5983.18201102996, 1203.9990668295702, -16910.905171740673, -6698.795461511071, -15003.116727246848, -8387.335644642788, -11366.890235768586, -8657.85880778537, 5543.344383638428, -27206.968034144407, 9451.859826071242, 5777.389499829948, 10636.34581999133, -2524.294260060103, 9018.034817938187, 0.088, -0.114, 1.01, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7794602052097735E9, 0.0, 2026-05-22 16:30:05.209
